_step,epoch,train_loss,train_acc,val_loss,val_acc,learning_rate
0,1,0.11838368228213354,95.51136363636364,1.064276784658432,73.18181818181819,0.0001
1,2,0.15520213639194316,94.48863636363636,1.0504902601242065,70.68181818181819,0.0001
