_step,epoch,train_loss,train_acc,val_loss,val_acc,learning_rate
0,1,0.7987796165726402,51.42045454545455,0.6984141852174487,45.90909090909091,0.0001
1,2,0.7966500184752724,48.63636363636363,0.7006961745875222,49.77272727272727,0.0001
